pmid,title,year,journal,pubtypes,query_lanes,modules,priority,screening_decision,screening_reason,claim_extraction_candidate,pubmed_url
21544589,θ-burst stimulation of the cerebellum interferes with internal representations of sensory-motor information related to eye movements in humans.,2011,"Cerebellum (London, England)",Comparative Study; Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21544589/
21544070,Neuromodulatory neurotransmitters influence LTP-like plasticity in human cortex: a pharmaco-TMS study.,2011,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/21544070/
21543749,The effect of TMS on visual motion sensitivity: an increase in neural noise or a decrease in signal strength?,2011,Journal of neurophysiology,"Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/21543749/
21543590,Distractibility in daily life is reflected in the structure and function of human parietal cortex.,2011,The Journal of neuroscience : the official journal of the Society for Neuroscience,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21543590/
21543254,Intermittent θ burst stimulation over primary motor cortex enhances movement-related β synchronisation.,2011,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,"Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/21543254/
21542853,Alpha-generation as basic response-signature to transcranial magnetic stimulation (TMS) targeting the human resting motor cortex: a TMS/EEG co-registration study.,2011,Psychophysiology,Journal Article,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21542853/
21541237,New trends in tinnitus management.,2011,The open neurology journal,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21541237/
21540487,Repetitive transcranial magnetic stimulator with controllable pulse parameters.,2011,Journal of neural engineering,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21540487/
21540341,Direct demonstration of inhibitory interactions between long interval intracortical inhibition and short interval intracortical inhibition.,2011,The Journal of physiology,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only,protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21540341/
21539851,Programs for action in superior parietal cortex: a triple-pulse TMS investigation.,2011,Neuropsychologia,"Journal Article; Research Support, Non-U.S. Gov't",guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21539851/
21539850,Grip-dependent cortico-spinal excitability during grasping imagination and execution.,2011,Neuropsychologia,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21539850/
21538653,Clinical trial design in non-invasive brain stimulation psychiatric research.,2011,International journal of methods in psychiatric research,Journal Article; Systematic Review,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; technician_equipment_localization,technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21538653/
21538525,Reward processing abnormalities in Parkinson's disease.,2011,Movement disorders : official journal of the Movement Disorder Society,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21538525/
21537968,Modulation of the motor system during visual and auditory language processing.,2011,Experimental brain research,"Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/21537968/
21537966,"Correlation between cortical plasticity, motor learning and BDNF genotype in healthy subjects.",2011,Experimental brain research,Comparative Study; Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21537966/
21537965,Does habituation depend on cortical inhibition? Results of an rTMS study in healthy subjects.,2011,Experimental brain research,Comparative Study; Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21537965/
21536556,The neuropsychology of face perception: beyond simple dissociations and functional selectivity.,2011,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21536556/
21536493,Inter-individual variation in the efficient stimulation site for magnetic brainstem stimulation.,2011,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21536493/
21536080,Short-interval intracortical inhibition and manual dexterity in healthy aging.,2011,Neuroscience research,Comparative Study; Journal Article,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/21536080/
21535934,Usefulness of motor-evoked potential monitoring during coil embolization of anterior choroidal artery aneurysms: technical reports.,2011,Neurological research,Case Reports; Clinical Trial; Journal Article; Technical Report,master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/21535934/
21533724,New frontiers in headache therapy.,2011,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21533724/
21533701,Effect of weight-related labels on corticospinal excitability during observation of grasping: a TMS study.,2011,Experimental brain research,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/21533701/
21531780,Monocular visual deprivation suppresses excitability in adult human visual cortex.,2011,"Cerebral cortex (New York, N.Y. : 1991)","Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21531780/
21530338,Abnormal facilitatory mechanisms in motor cortex of migraine with aura.,2011,"European journal of pain (London, England)",Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications; technician_equipment_localization,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21530338/
21528592,[Randomized controlled trial on comorbid anxiety and depression treated with electroacupuncture combined with rTMS].,2011,Zhongguo zhen jiu = Chinese acupuncture & moxibustion,"English Abstract; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",clinical_depression_protocols; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications,patient_faq_adherence; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/21528592/
21527312,Multimodal transcranial magnetic stimulation: using concurrent neuroimaging to reveal the neural network dynamics of noninvasive brain stimulation.,2011,Progress in neurobiology,"Journal Article; Research Support, Non-U.S. Gov't; Review",fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21527312/
